,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
total-current-liabilities,91.993,93.951,97.287,140.256,135.708,120.871,117.358,143.96,109.738,107.142,119.335,147.901,118.122,136.125,105.004,90.592,93.239,111.671,122.165,114.383,100.921,94.612,94.705,96.643,88.258,96.86,96.864,98.871,82.039,88.433,82.057,87.343,74.437,82.576,88.074,93.896,89.4483,70.7667,89.1621,72.9003,64.8882,74.1531,50.6303,54.6032,48.4643,46.3373,45.1953,39.2638,36.6587,38.2286,28.7777,38.9096,27.443,23.9647,26.5536,35.8579,,,
long-term-debt,375.292,374.783,372.308,343.14,340.833,338.377,337.128,334.475,331.585,328.097,326.366,324.03,297.111,294.854,292.624,291.527,294.583,292.612,290.665,289.883,287.984,286.083,2.111,3.228,3.196,3.165,3.133,4.244,4.205,4.165,4.126,5.23,5.183,5.136,5.09,6.185,6.1321,6.0788,6.0254,7.112,7.0602,7.0085,6.9567,6.9049,6.8545,6.8041,6.7536,6.7032,6.6544,6.6055,6.5567,6.6953,9.4132,9.617,9.8123,9.9148,,,
other-non-current-liabilities,128.482,180.822,192.356,196.804,165.263,147.147,157.726,153.69,99.545,100.0,91.693,80.93,110.22,107.074,78.659,72.491,69.223,66.056,64.941,61.703,8.114,7.144,7.188,7.275,6.91,6.927,7.366,7.611,7.793,7.591,5.297,3.964,4.555,3.36,3.72,4.33,4.6931,5.3008,6.0816,6.2684,11.1577,11.7793,12.5872,12.8353,18.3154,18.845,17.4788,17.9068,18.5265,18.3932,19.1625,20.0945,11.8544,12.8096,13.4695,13.4625,,,
total-long-term-liabilities,506.578,558.674,570.065,547.427,576.752,523.11,519.79,534.022,555.33,535.58,524.38,530.223,533.48,528.872,422.678,417.677,432.151,428.595,427.797,410.427,348.933,348.326,66.662,70.131,71.998,74.248,76.92,80.54,82.947,84.97,84.901,86.936,89.745,90.767,93.345,96.944,99.611,102.5224,105.607,109.2375,116.4322,122.2206,19.5439,19.7401,25.1699,25.6491,24.2324,24.6101,25.1809,24.9987,25.7191,26.7897,21.2676,22.4266,23.2818,114.5896,,,
total-liabilities,598.571,652.625,667.352,687.683,712.46,643.981,637.148,677.982,665.068,642.722,643.715,678.124,651.602,664.997,527.682,508.269,525.39,540.266,549.962,524.81,449.854,442.938,161.367,166.774,160.256,171.108,173.784,179.411,164.986,173.403,166.958,174.279,164.182,173.343,181.419,190.84,189.0593,173.289,194.769,182.1378,181.3203,196.3737,70.1742,74.3433,73.6342,71.9864,69.4277,63.8738,61.8396,63.2273,54.4969,65.6993,48.7106,46.3913,49.8353,150.4475,,,
common-stock-net,0.048,0.048,0.048,0.048,0.047,0.047,0.047,0.046,0.047,0.047,0.047,0.046,0.046,0.046,0.046,0.043,0.043,0.043,0.043,0.042,0.041,0.041,0.041,0.041,0.041,0.04,0.04,0.04,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.0386,0.0384,0.0383,0.0379,0.0378,0.0377,0.0377,0.0376,0.0375,0.0328,0.0325,0.0286,0.0285,0.0275,0.0237,0.0237,0.0196,0.0196,0.0196,0.0002,,,
retained-earnings-accumulated-deficit,-732.469,-468.934,-441.448,-393.843,-403.439,-389.527,-435.725,-455.108,-284.148,-258.953,-250.757,-243.97,-240.876,-228.152,-209.872,-209.352,-218.557,-222.498,-223.495,-220.41,-220.741,-232.694,-237.379,-238.082,-244.274,-251.751,-255.662,-254.523,-387.496,-397.09,-401.635,-409.481,-422.175,-441.043,-440.758,-440.086,-443.7571,-456.1943,-449.4314,-428.3169,-405.8433,-386.4135,-363.0846,-344.3764,-324.1449,-305.2891,-286.4666,-270.0358,-256.3062,-247.7738,-239.61,-232.0613,-225.0517,-217.8821,-214.9857,-208.0419,,,
comprehensive-income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-share-holder-equity,281.342,544.837,566.586,611.983,598.625,606.635,549.925,519.987,679.99,689.72,676.127,664.211,666.766,681.542,684.012,603.025,574.888,560.284,549.02,540.255,522.913,500.379,450.52,440.353,426.391,404.798,391.639,385.921,245.467,229.65,219.094,205.209,186.916,162.752,154.788,151.261,142.3619,122.6985,123.4469,137.3328,156.2766,171.7965,191.4917,207.1573,224.3444,112.412,126.702,63.4327,75.0186,70.6805,13.5888,18.6687,-8.3932,-2.1986,-0.2827,-116.5357,,,
total-liabilities-share-holders-equity,879.913,1197.462,1233.938,1299.666,1311.085,1250.616,1187.073,1197.969,1345.058,1332.442,1319.842,1342.335,1318.368,1346.539,1211.694,1111.294,1100.278,1100.55,1098.982,1065.065,972.767,943.317,611.887,607.127,586.647,575.906,565.423,565.332,410.453,403.053,386.052,379.488,351.098,336.095,336.207,342.101,331.4212,295.9875,318.216,319.4706,337.597,368.1703,261.6658,281.5007,297.9785,184.3984,196.1297,127.3065,136.8582,133.9078,68.0857,84.368,40.3174,44.1927,49.5527,33.9118,,,
