,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
total-current-liabilities,171.11,164.153,125.853,104.412,91.779,96.441,91.753,82.541,84.217,88.355,84.938,95.462,78.921,80.714,104.528,129.802,123.305,108.945,106.168,98.59,89.301,98.122,91.87,97.271,86.842,83.279,77.194,82.483,75.242,62.658,58.947,59.133,54.877,172.945,55.397,52.983,55.033,49.806,55.451,55.051,51.733,59.44,57.36,64.78,61.412,77.683,92.636,95.887,89.279,92.828,88.051,107.134,94.297,89.139,90.087,90.319,85.743,82.272,86.81
long-term-debt,515.599,528.84,522.158,300.0,325.0,,,,,,,,,,,,30.0,60.0,60.0,60.0,60.0,74.0,60.0,79.25,101.05,87.0,73.0,64.0,68.0,80.0,84.0,98.0,99.0,,117.9,115.9,114.4,100.0,124.1,120.8,124.0,123.3,127.0,123.8,121.0,115.7,119.6,101.6,97.2,85.7,,158.6,181.723,186.02,168.136,186.819,183.257,199.632,234.602
other-non-current-liabilities,27.352,28.159,67.108,65.795,67.172,63.306,63.968,64.213,62.887,62.787,62.682,60.946,61.197,53.689,53.84,14.506,13.843,14.024,14.523,15.573,16.459,17.444,17.662,18.338,18.383,15.205,14.129,10.195,10.345,9.652,9.909,9.938,11.077,13.332,13.31,13.419,13.102,13.021,13.049,14.126,16.537,16.279,16.144,17.403,17.674,20.295,21.529,22.728,19.406,18.515,16.113,15.609,63.978,63.537,63.015,21.53,57.863,54.913,60.139
total-long-term-liabilities,659.56,675.019,703.61,465.289,496.832,111.127,111.73,113.16,116.257,114.164,112.025,110.976,109.195,103.11,104.602,64.902,99.937,131.452,130.716,136.771,122.626,142.411,139.468,150.546,193.273,175.381,161.597,139.951,144.699,155.36,161.855,183.357,166.007,72.328,190.961,191.133,187.396,167.421,193.744,193.194,204.018,199.953,201.285,201.506,185.094,188.345,193.694,175.518,175.719,164.452,77.405,252.596,274.832,278.717,260.302,278.902,261.503,273.871,316.628
total-liabilities,830.67,839.172,829.463,569.701,588.611,207.568,203.483,195.701,200.474,202.519,196.963,206.438,188.116,183.824,209.13,194.704,223.242,240.397,236.884,235.361,211.927,240.533,231.338,247.817,280.115,258.66,238.791,222.434,219.941,218.018,220.802,242.49,220.884,245.273,246.358,244.116,242.429,217.227,249.195,248.245,255.751,259.393,258.645,266.286,246.506,266.028,286.33,271.405,264.998,257.28,165.456,359.73,369.129,367.856,350.389,369.221,347.246,356.143,403.438
common-stock-net,3.499,3.492,3.492,3.487,3.481,3.448,3.438,3.427,3.421,3.415,3.399,3.393,3.374,3.374,3.357,3.353,3.327,3.311,3.305,3.284,3.274,3.243,3.237,3.223,3.199,3.197,3.181,3.169,3.164,3.145,3.145,3.143,3.141,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.141,3.14,3.136,3.125,3.091,3.015,2.92,2.92,2.919,2.912,2.894,2.883,2.883
retained-earnings-accumulated-deficit,574.036,564.49,548.872,538.463,537.251,510.522,470.103,429.826,389.567,372.271,347.241,327.376,289.992,280.774,260.28,245.698,227.884,216.137,196.474,188.481,160.596,151.827,132.16,131.178,122.279,118.705,116.431,105.263,61.615,59.926,49.998,42.96,42.219,39.458,34.701,31.992,27.345,28.799,24.028,22.345,25.113,22.157,16.698,11.96,12.91,10.113,8.277,4.031,3.767,2.274,233.243,28.86,55.03,60.137,59.964,62.17,184.55,185.39,179.102
comprehensive-income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-share-holder-equity,675.89,676.585,659.327,653.727,659.278,623.327,592.737,544.864,497.877,470.562,430.515,405.427,366.944,353.051,335.072,310.835,286.441,272.459,244.199,251.226,232.405,235.537,213.322,210.22,186.33,176.883,171.727,163.297,123.267,114.844,113.53,100.341,118.149,128.767,121.922,107.635,107.249,86.786,95.884,103.27,105.396,90.963,72.154,74.786,102.019,122.944,119.01,102.057,90.653,79.355,469.177,246.646,252.982,258.223,247.531,243.251,367.046,367.012,380.488
total-liabilities-share-holders-equity,1506.56,1515.757,1488.79,1223.428,1247.889,830.895,796.22,740.565,698.351,673.081,627.478,611.865,555.06,536.875,544.202,505.539,509.683,512.856,481.083,486.587,444.332,476.07,444.66,458.037,466.445,435.543,410.518,385.731,343.208,332.862,334.332,342.831,339.033,374.04,368.28,351.751,349.678,304.013,345.079,351.515,361.147,350.356,330.799,341.072,348.525,388.972,405.34,373.462,355.651,336.635,634.633,606.376,622.111,626.079,597.92,612.472,714.292,723.155,783.926
